squareMeters,numberOfRooms,floors,numPrevOwners,basement,attic,garage,price
78204,16,46,8,1830,1136,783,7822501.2
71588,89,21,7,1540,5378,318,7161052.2
68579,67,70,2,3523,7099,352,6868611.7
19174,44,54,3,7078,6766,192,1923170.6
90646,21,82,1,4615,4738,585,9071481.7
81430,82,54,6,7294,2909,924,8147920
99428,94,68,6,5468,3046,572,9947775.8
60815,2,97,10,6517,7559,800,6089911.5
95591,90,39,5,3338,1139,958,9569415.3
47497,18,72,5,6683,3996,630,4761272.9
65725,75,95,9,9052,6832,890,6582022
21360,8,60,7,8744,3286,374,2139458.1
56559,23,60,4,9091,1223,366,5661049
45440,74,98,10,9249,7129,597,4550279.2
13112,74,26,9,1633,1105,362,1318665.3
68276,71,31,4,1793,7020,696,6829756.2
64518,90,61,6,4171,3638,125,6455071
56093,94,11,10,5012,6187,226,5619471.8
84653,83,20,8,8123,299,851,8467089.7
96169,51,13,3,2255,9920,559,9620987.9
57789,60,24,6,5651,7192,105,5787699.8
93091,33,43,9,5077,8404,144,9317741.3
87190,99,14,7,8633,5913,406,8724894.3
38998,68,31,3,2855,6035,238,3910733.6
97134,61,68,4,8966,5077,602,9718663.9
39309,80,32,3,9448,6462,344,3939850.1
70751,87,93,8,4567,2319,721,7084089.3
63086,91,49,2,9450,7398,333,6312576.3
25472,23,44,3,2869,5106,892,2552592.3
3514,8,21,6,1565,5840,975,357856.3
99134,67,32,9,9316,9674,517,9919472.8
82653,31,37,6,6390,2348,480,8270829.2
3723,75,31,10,5815,9834,240,378299
28232,6,18,10,1632,8322,143,2827201.7
46838,49,51,8,7312,9273,306,4691794
90562,47,7,1,2562,8224,580,9066552.2
562,95,97,5,887,1092,178,65326.3
5603,75,73,10,746,6398,627,566684.2
61704,20,11,6,638,3805,565,6176111.2
49579,99,37,10,2301,6666,658,4967775.6
59885,28,25,4,2803,7183,944,5995883
72109,81,41,8,7934,1567,446,7220099.5
41965,87,61,4,4173,7371,216,4204881
94216,32,75,9,4216,4231,209,9432083.6
39166,68,86,5,4613,5967,570,3924397.8
9923,41,46,10,1340,1899,477,995743.4
49374,38,63,6,3356,5269,555,4944387
76316,99,56,1,9431,262,566,7634333.5
26089,30,6,2,4029,7946,554,2615548.3
98045,21,62,10,7184,3182,691,9818036.5
69594,47,58,3,6899,128,215,6963010.1
56966,77,17,7,8974,4039,373,5701030.2
64795,53,64,10,8261,4387,304,6489157.6
39574,37,54,1,2806,4867,619,3969486.8
49014,54,62,3,38,5627,743,4908129.4
17034,50,89,2,832,5877,417,1717170.6
18742,10,10,1,9836,9056,387,1879684.5
98794,80,91,2,4648,6710,662,9886677.1
72207,46,33,2,6041,760,471,7230004.6
54881,24,72,10,7585,6763,446,5494411.8
12873,1,12,5,4165,8515,497,1288333
66263,51,4,7,9244,7982,371,6628369
26965,29,19,6,9662,6704,149,2703481.2
9433,84,1,3,6558,3404,196,944025.5
95293,80,43,4,7547,8860,772,9534163.3
86619,36,7,4,255,2877,222,8663060
8677,63,61,1,927,579,839,875920.6
83153,43,84,7,7479,1912,956,8326391.4
81892,7,69,10,9180,2785,230,8204629.5
21293,25,24,1,2560,3384,242,2131214.7
43636,13,11,1,4347,9943,561,4373848.7
1254,23,12,3,817,2943,873,127840.8
96953,70,55,9,9651,3973,730,9703052.4
92877,22,57,3,5428,5905,170,9293826.3
37312,40,9,4,8764,3060,319,3735539
44075,60,27,2,5450,1188,755,4416478.5
55845,73,76,2,718,294,927,5593543
68565,89,21,2,9995,6951,708,6862474.6
87484,77,27,1,7495,654,332,8750467.5
89220,31,64,9,6972,6571,361,8928266.4
31525,25,58,1,4833,5465,462,3161366.2
52579,55,2,6,1496,2129,778,5263918.3
30803,39,49,10,3551,8633,968,3085897.4
82120,31,33,4,9276,9314,156,8223358.8
71171,22,44,1,5734,103,873,7127415.1
579,8,20,2,5060,7544,710,63718.4
89204,69,19,1,4087,8696,742,8921053.4
5904,56,1,7,9801,8978,490,595108.8
92629,62,15,8,5983,1667,618,9263965.3
77553,96,99,10,4072,4969,406,7763278.5
3542,16,92,8,6923,5570,414,363918.8
10749,68,71,7,4757,6098,889,1085899
38021,76,82,2,8601,915,955,3817885.1
97193,47,18,2,3810,843,488,9723642.9
13309,20,73,8,1620,7675,843,1337541.4
10708,84,93,6,9347,118,209,1076965.8
77460,95,23,9,9289,7172,951,7753079.8
94133,93,71,5,9978,803,143,9415634.2
99869,63,15,7,5894,5049,826,9990641.1
66370,15,20,3,5358,5636,962,6638720.2
74780,86,3,2,3421,1338,276,7479141.5
89925,25,50,7,4584,8115,918,8999987.2
28808,71,13,10,75,1103,755,2888357
28640,68,98,2,4829,7148,865,2870927
15517,54,27,9,7754,8916,991,1554406.1
11059,42,85,9,9216,2984,888,1113128.1
86183,10,31,10,8389,8395,637,8624347
19408,71,50,6,4385,3514,180,1953014.3
26958,32,40,2,9038,919,575,2706761.1
45859,4,69,2,3926,3239,362,4595196.8
55845,54,41,7,704,6103,315,5588845.9
43304,52,72,2,3471,6444,674,4337442.9
79511,16,48,5,6230,764,643,7953040.7
88501,53,54,3,6277,279,234,8853507.2
75616,74,80,10,3725,1227,247,7571050.6
18368,21,7,9,637,5404,362,1837769.2
5375,33,58,3,2524,7106,120,550909
6707,72,4,4,4976,5004,429,673817.1
92190,11,72,10,5402,3753,142,9225418.5
25432,58,46,7,9273,3243,426,2550518.1
37793,34,55,4,7075,9413,555,3786136.6
60854,27,30,7,8561,2872,434,6092125.9
91531,85,12,8,7085,5229,974,9157941.7
68876,40,25,7,7964,5567,634,6891640
7608,98,6,7,7675,4430,951,764900.9
68717,60,13,10,5345,9447,605,6877356.4
65723,52,24,6,1917,1872,236,6578284.8
80039,64,39,4,7828,1720,700,8008148
62744,34,26,9,6211,8558,307,6279042
33624,60,29,1,256,8882,723,3371675.6
7939,23,75,4,4950,9245,770,806234.5
62854,33,71,6,6993,7510,137,6289045.6
51757,81,35,1,2500,3378,510,5177725.2
32497,56,20,7,8808,6207,167,3253783.8
32267,51,59,8,4674,6809,179,3235159.9
92490,40,23,3,6831,3435,650,9254979.9
72677,78,57,10,3202,2431,787,7274269.9
68744,89,77,5,1008,1368,146,6883722.3
87436,65,77,5,6671,7593,360,8753875.5
80776,37,38,8,4193,8122,847,8086132
30472,87,34,7,7093,4036,686,3053446.1
52141,65,40,1,6502,8866,866,5218700.9
51777,6,38,1,6619,7721,105,5186005.7
40280,72,56,7,4126,7269,522,4036659.2
79457,58,18,4,1393,5374,338,7949180.2
93568,51,31,5,2633,2275,317,9362309.7
656,98,12,3,5947,932,707,68528.6
28997,16,28,3,8232,5924,873,2906243.2
97147,4,98,9,5468,9304,595,9722196.5
69411,45,25,2,5047,6724,303,6945253.3
38190,42,92,5,6916,7363,411,3828288.2
81473,12,1,3,8513,6267,615,8154129
23682,31,97,10,4705,9969,115,2381051.7
81448,44,24,10,200,7801,190,8146243.6
16127,73,6,8,3055,4172,286,1615094.5
61486,18,39,4,629,5658,231,6155982.5
96526,1,65,5,7174,6972,617,9657380.5
55287,83,7,1,3623,1665,267,5529453.7
86820,16,34,1,5812,6761,765,8683419.2
93373,79,74,7,4750,6912,552,9348395
33098,24,13,10,3844,9677,380,3318507.1
69898,71,77,1,8394,2650,920,6994429.2
11401,44,99,6,6823,5418,169,1152914.3
66705,50,11,6,4489,8258,310,6672336.7
38947,88,21,4,6357,3415,751,3900872.8
65205,6,19,1,9346,4422,467,6523874.4
19339,2,81,3,9699,9342,889,1939172.3
23971,18,59,1,9045,7696,461,2402438.5
50944,19,11,4,6963,819,893,5099151.3
43283,59,43,8,6595,3881,642,4336072.2
29323,58,7,8,4994,8783,846,2938369
81362,72,72,7,6047,2565,716,8144502.4
8941,4,94,5,7273,4065,987,902785.2
34967,30,49,4,8103,4297,418,3501658.9
66555,56,36,10,847,8138,184,6664457
85985,4,34,1,6166,5117,303,8608190.5
85645,49,1,3,1660,5116,426,8570147.8
39215,18,21,10,5706,5647,415,3927273.4
56643,14,58,4,6952,8746,504,5673199.8
60479,97,11,6,6393,5865,679,6049532.6
20348,57,75,10,209,1777,240,2037902.1
66371,49,75,5,5198,3616,367,6646262.2
31291,16,27,8,1969,9644,689,3134903.2
7330,54,95,9,4957,5927,690,740586.4
41502,81,63,9,6507,3928,307,4155333.6
23027,52,35,5,4215,5746,497,2309849.3
53371,41,97,2,3552,1530,822,5346532.3
26997,44,99,1,409,80,715,2712687.1
16806,10,19,6,5645,2749,997,1686882.8
44304,87,63,10,5377,6303,146,4436179.2
66563,56,53,7,2867,6929,623,6665417.5
89812,74,14,7,7195,3059,467,8986041.2
39302,41,67,6,8316,4989,170,3933732.6
44799,32,71,5,7341,4727,408,4489422.3
36268,23,65,2,7419,4511,260,3633523.7
86676,22,12,2,6119,7836,970,8672062.9
83120,8,7,1,2074,9939,121,8313030.5
25341,85,47,1,5010,3406,990,2544899.4
25105,8,33,7,9587,471,238,2515100.6
54090,61,36,7,4321,8989,923,5418306.6
80610,64,93,1,7915,8636,753,8071729.7
65507,43,90,3,5622,1788,890,6557760.4
27204,73,2,10,5833,6135,574,2726114.7
79025,88,42,9,750,6689,728,7908018.4
3452,7,76,8,6823,9422,106,355370.1
21550,89,100,7,8350,4046,990,2164424.3
11657,88,21,5,4859,4985,999,1170585.2
28103,84,15,1,884,3358,279,2815163.3
47957,13,47,1,6806,6563,259,4801705.7
63519,91,31,2,1001,5368,938,6358243.6
76021,71,12,5,9738,9613,727,7607661
88259,8,96,2,8896,9058,572,8832355.8
82787,69,80,10,27,8936,551,8289297.4
56517,45,25,5,6575,7822,631,5657851.9
29096,51,45,2,9210,2171,652,2913547.6
36216,15,69,3,405,8881,695,3622946.9
5139,71,51,5,8060,6548,517,525841.8
25487,54,76,10,4815,6098,435,2562661.2
35733,25,3,9,2304,5810,899,3573868.3
16735,92,80,9,2664,182,759,1677084
56202,3,89,5,8228,4928,254,5629550.1
12426,33,40,2,5838,262,901,1253371
33984,100,41,10,1083,7452,452,3402691
98651,32,48,10,994,131,565,9870164.4
5117,58,30,3,9147,3784,926,517775.8
56800,87,12,9,6298,2005,539,5683058.9
90904,25,53,10,3625,4006,940,9093802.9
26923,55,57,1,9177,3340,145,2698265.4
15734,35,24,3,792,9480,401,1579608.3
17513,81,73,5,3196,801,263,1761977.6
14052,47,67,6,1285,8215,987,1411943.3
19727,58,82,5,1637,2920,527,1984798.6
77423,58,16,1,564,866,329,7749477.6
65904,84,47,1,1605,3922,155,6596494.2
29001,49,72,10,1526,8164,202,2912635.4
32361,44,57,10,7036,3216,685,3240276.8
93174,36,53,8,3133,2493,879,9325575.7
71192,8,89,7,5726,1576,239,7129401.1
68128,39,18,5,3823,8783,856,6817710.9
98923,61,33,8,1393,9134,224,9897661.5
72196,50,12,6,8722,3606,608,7225665.3
99278,10,41,5,9887,3920,513,9932606.4
30896,94,40,4,2375,6784,353,3092891.4
50293,82,99,6,847,2929,166,5038042.4
18229,24,84,3,6915,2166,243,1832795.1
79224,87,84,7,9128,4915,648,7926948.8
91975,49,24,4,9533,7865,473,9198849.2
36387,4,17,9,6573,7796,577,3642700.3
32136,96,82,7,1924,2390,694,3227676.2
20995,5,29,2,2240,5667,487,2103067.5
94361,77,42,10,2139,3279,848,9442418
53019,41,8,5,4970,7180,106,5306854.4
8609,35,55,5,351,7554,482,867508.2
64245,59,5,2,4341,8736,559,6430465.2
28192,64,12,4,9495,1048,999,2820880
14933,56,100,1,4788,316,587,1500885
54323,79,83,5,6116,8177,970,5442454.5
92204,27,33,4,2390,2590,516,9226065.8
3314,3,3,8,9251,169,978,336316.4
17466,80,51,6,6862,4415,444,1751126.5
17389,98,30,1,1922,9714,387,1744561.8
23444,72,62,1,3821,4186,348,2349143.9
24097,42,31,1,1222,7433,218,2416228.1
59850,12,18,8,3447,2845,670,5990534.6
88387,59,40,3,2808,9635,494,8845142.4
17671,45,88,6,8916,3910,775,1777405.1
8537,59,49,8,3152,3491,238,859540.8
19183,18,41,10,7151,5616,470,1919702.4
74178,54,36,5,5497,6167,872,7424829.6
10562,38,14,7,7767,1842,542,1058582.4
77339,55,50,4,6408,8625,748,7741650.8
9842,92,1,1,7593,2586,520,987460.9
39477,84,22,7,2103,9193,859,3948983.3
22482,95,87,1,9933,1563,926,2256703.7
26592,72,49,9,6614,1414,752,2667272.2
27008,9,96,4,1759,2156,665,2714052.3
48768,37,86,6,2302,9038,411,4887404.6
81967,13,86,4,1913,2916,163,8208953.3
94845,37,98,2,5484,6419,122,9494690
22451,98,37,9,3714,2551,557,2250405
89087,2,44,7,8225,8734,852,8914578.7
4881,78,96,3,6456,7884,712,493342.7
31484,95,73,10,517,1825,861,3158232
42616,83,97,4,7206,2319,489,4272292.6
99840,13,40,5,8071,5206,701,9988738.2
67360,55,42,8,6775,4975,448,6742928.3
70010,92,29,9,9689,7179,900,7008509.1
23228,16,18,2,3513,1392,563,2324503.3
67055,85,70,8,4388,6604,693,6712487.1
39758,19,2,5,9954,9859,823,3983187.1
47618,53,98,6,7883,8714,137,4765943.6
39897,78,34,5,6857,1567,877,3998497.9
49729,3,89,10,1545,4051,443,4984739.1
86564,12,17,2,5488,4281,175,8664807.4
7426,29,59,6,6817,568,786,748575.3
97110,72,77,1,1464,4241,428,9718256.3
83738,35,39,6,824,2170,424,8379855
77716,85,28,1,2286,4964,968,7773638.6
88251,56,30,6,6309,2546,336,8828611.1
38800,99,53,4,6536,6725,149,3883353.3
54789,36,47,8,1180,7969,442,5480117.5
99099,42,31,9,4838,1739,535,9915651.5
77018,26,63,10,6578,8672,540,7704215.5
69707,67,58,8,1397,8149,458,6977217.5
84211,28,66,5,4313,1242,133,8426333.6
59752,83,86,5,4550,7609,246,5987095.5
37815,67,26,8,5008,7152,518,3783946.5
18681,89,18,3,1036,5526,356,1876356.1
28285,28,97,1,8041,8084,118,2840774.6
59773,42,18,5,7426,9213,757,5978589.9
87566,38,15,8,4781,5281,354,8759575.8
58801,69,100,3,3810,378,136,5891738.6
6454,29,63,2,9136,3205,365,646692.6
87590,42,29,2,5863,4058,635,8764908.1
25532,94,25,1,6959,4906,235,2555050.6
15791,20,7,1,785,5340,322,1583248.6
32737,24,98,1,9526,8248,942,3278517.5
74097,11,29,5,1337,9731,588,7411597.3
24995,59,95,10,6515,5027,837,2511825.9
13591,18,28,6,1561,5983,735,1367021
77100,83,63,7,6924,3127,107,7719293.4
21189,23,83,7,8252,8668,209,2126521.4
28195,80,80,6,1274,5675,984,2826549.5
92363,66,68,9,2054,186,551,9242507.3
31752,69,27,3,244,7808,576,3181933.7
94966,64,56,6,1360,263,237,9505250
35493,27,100,5,8212,5585,777,3558407.7
78152,6,21,1,5218,6251,562,7819761.5
13874,91,8,7,4886,6859,325,1393115.2
74893,14,37,6,4325,5764,195,7490630.5
36314,100,42,7,5745,1273,146,3638453.8
34804,35,37,6,5165,3601,256,3484349.1
33783,24,7,4,928,8369,824,3384758.3
47739,40,40,4,9446,7432,955,4782451.7
39108,64,67,10,9251,2300,568,3915608
36823,16,36,1,5808,5586,989,3687131.2
88221,94,51,10,8436,4823,945,8828225.4
78977,96,58,2,9457,2583,116,7906006.4
99680,12,69,5,1970,9590,511,9978509.7
5658,56,97,6,1418,7786,712,577145.9
15526,11,32,4,5840,8571,203,1555821.3
62964,16,13,10,7792,1247,778,6298222
89172,65,84,9,2187,3283,769,8919647.6
111,32,34,4,2239,2795,951,14431.3
43467,34,22,3,4340,2690,738,4350497.8
35112,98,47,1,9387,8759,404,3515831.2
6600,61,72,1,8513,5113,587,667067.4
46709,69,86,9,3928,7379,925,4680113.6
6856,55,22,9,8070,9026,211,689679.7
7148,50,51,3,2714,4720,390,723077.4
53062,91,13,1,3263,7543,469,5313492
43159,96,43,3,6151,1888,975,4318950.4
40705,74,52,9,9802,894,736,4080567.1
86419,3,51,7,5149,176,284,8645299.6
37225,64,10,9,7069,552,762,3729838.5
13912,15,65,4,6588,9320,245,1399630.5
12228,84,20,9,6733,1473,745,1227403.1
873,11,51,5,6353,9736,860,92386.5
77472,32,68,2,455,8767,739,7749318.1
55812,95,34,4,622,4683,339,5584760.1
56730,16,58,5,3300,528,357,5674735.3
33002,61,10,3,7427,5746,547,3307651.5
3929,61,87,4,1270,5682,590,398525.3
66744,40,44,5,8949,6510,851,6681155.1
92759,25,83,10,7449,6371,386,9279850
4117,95,74,9,7965,8229,695,424791
65476,3,62,5,1740,8397,537,6554554
50404,92,15,1,8257,4243,999,5042499.1
85421,62,23,3,1226,9662,206,8543272.6
54226,21,36,5,6779,1732,438,5426007.9
56287,87,91,2,7958,7785,160,5637555
84340,37,28,8,7776,8458,309,8437869.7
57577,17,24,1,789,1481,451,5759307.3
27451,80,20,3,934,3608,354,2747145.5
79814,41,98,1,6907,6416,871,7987492.4
53894,15,58,2,2037,3841,275,5396620.9
36095,34,32,4,9812,1245,375,3617203.5
93290,54,60,4,3029,8805,613,9335722.1
16478,5,64,9,8696,6919,396,1651205.9
68482,51,35,9,3562,4808,603,6853208.1
23614,53,90,4,1199,5240,671,2368476
73692,80,20,6,5200,5513,520,7375143.2
46227,32,36,8,648,5911,886,4632832.3
57454,35,90,4,1554,7710,576,5753949.8
18929,79,76,4,8750,4616,682,1899066.9
20572,37,13,10,5688,3570,259,2059597.4
18012,30,46,8,5994,4795,217,1804873.1
59361,29,76,8,5418,5831,827,5942427
85444,35,97,1,366,3582,901,8553656.2
64265,50,44,6,8217,3500,450,6430203.8
1986,44,79,8,8776,2454,213,207433
16999,65,1,10,8988,7189,183,1700539.6
68912,26,33,1,6392,2493,342,6902784
59986,57,17,1,3483,7458,149,6004309.8
45426,64,9,7,3929,151,500,4543837.4
28347,40,81,7,8801,4414,287,2843096.1
15124,68,56,5,3556,4072,177,1514981.2
72495,90,55,8,5340,9491,361,7255630
39097,32,18,6,5244,6754,932,3915258.1
45958,17,7,10,4200,5699,158,4597561.2
11898,67,10,5,868,4894,404,1191000
54901,65,71,9,3885,6057,380,5499856.4
18198,25,66,2,4239,6223,782,1828162.9
98149,91,24,10,4751,7622,549,9820073.8
94491,76,37,4,1364,3514,823,9456801.8
63261,94,6,5,537,4300,742,6327015.5
77990,97,93,2,9478,6670,445,7809156.7
4827,90,11,3,4233,7138,541,486479.3
50472,71,39,10,1789,9426,619,5055489.1
51798,99,56,1,5422,6885,653,5185741.4
29431,69,30,7,6501,9600,946,2950835.7
52915,63,97,9,544,9576,480,5302289.6
47831,78,99,8,7449,2899,457,4792760.2
24511,39,42,5,4237,7894,185,2454663.5
33612,29,22,1,5058,4116,182,3364167.5
52223,81,93,7,9211,8361,763,5232399.3
98796,32,68,6,3347,3894,835,9885975.7
2770,36,86,5,6653,2988,114,285402.7
58108,25,79,1,8054,4395,793,5822178.8
1933,57,18,8,9381,2689,382,194307.1
78046,5,62,4,4371,5277,478,7810522.5
81425,17,99,7,9406,1683,114,8154947.2
74709,32,61,7,1506,6267,691,7476997.3
58527,27,76,4,1909,5877,170,5858721.3
90505,36,4,5,3245,2202,759,9055749.1
32842,93,30,3,6137,8895,371,3291228.2
49531,5,32,3,8062,1554,161,4955365.5
97472,83,54,3,8163,4437,939,9756768.4
41117,93,58,7,1049,8024,214,4123695.4
32850,49,91,4,5633,4895,624,3296112.2
25762,91,33,10,7653,2448,507,2580119.1
69179,60,9,4,4155,4151,580,6921389.3
1333,53,62,9,4196,2538,210,139934.6
91107,30,57,7,8372,8521,991,9113493.8
96843,25,66,10,7338,148,202,9688919.1
24378,27,45,9,2159,3523,118,2441961.6
8988,51,75,2,8758,1125,574,905757.6
1549,65,89,1,6845,8727,220,165820.9
79081,20,88,9,7804,2741,880,7918094.3
54077,1,98,10,46,6939,521,5410654.2
7249,79,56,1,9291,7433,273,732666.8
99095,77,49,8,6432,5861,960,9915571.6
11292,68,82,2,924,7285,753,1132623.8
36436,85,63,1,4258,6587,575,3650349.5
35727,78,14,2,1124,1049,306,3578110.5
82736,15,81,3,2570,956,460,8276711.7
50024,73,80,10,9924,6654,214,5010562.4
38535,52,6,8,1039,6534,925,3854588.9
20820,50,70,3,545,3335,767,2088001.4
20614,15,87,4,9037,5714,359,2070677.9
4776,91,92,5,7864,8011,404,486403.2
44487,98,60,9,1393,5790,617,4453518.9
5528,47,96,8,5688,9298,476,564350.1
84165,62,24,4,4100,2630,992,8420418
86326,18,55,4,5279,5790,412,8635482.1
37868,21,80,2,9901,1846,796,3793089.4
62328,54,72,8,3805,6501,592,6238922
76184,58,17,9,7975,8458,647,7623937
96352,25,31,8,9789,1023,636,9643641.9
831,46,86,3,5943,1113,723,91333.5
59764,78,39,8,7781,5212,869,5981705
33976,71,44,3,6644,8993,152,3405161.5
71627,52,91,6,4683,3729,967,7172359.9
53500,26,16,5,7448,6783,362,5350627.8
32085,94,94,3,1297,2650,593,3216632.9
48144,72,46,8,1081,5174,802,4820543.5
32939,18,70,1,5777,1486,774,3300978.3
74743,10,21,1,896,2936,774,7476064.3
44436,20,9,10,5551,7874,465,4444815.2
21834,73,10,9,3222,2063,981,2189064.7
71104,57,93,1,3571,4468,854,7112359.8
36654,43,31,3,1167,4922,562,3673319.2
40195,56,35,1,1098,3115,833,4024544
57072,13,37,7,8424,4959,815,5716738.7
4750,51,3,6,2669,7729,552,478917.2
43712,6,11,9,5068,1344,303,4372014.6
73733,43,23,7,8747,7979,809,7377738.5
46731,76,92,6,2118,7311,757,4683103.7
46864,3,4,8,4315,6193,704,4690234.2
6881,69,15,7,379,3121,407,693986.6
88838,41,94,3,3040,8278,499,8892157.3
90350,80,82,7,3023,3934,844,9041614.5
88408,37,79,3,6195,8838,400,8842527.4
37017,26,75,7,2197,1052,655,3709665
40035,37,41,4,9391,7210,532,4010245.1
49740,99,75,8,4019,4690,311,4987445
50296,62,59,1,6698,6296,283,5038241.3
47237,31,96,6,3035,1376,974,4736122.3
53536,62,42,8,3985,1470,693,5356837.8
68348,75,62,9,2304,9343,704,6841098.5
3790,7,55,8,319,3282,864,383898.1
31906,15,73,3,6121,2749,463,3194626
51672,89,76,10,6292,2856,591,5176324.2
31990,100,73,6,2491,7846,974,3204947.8
12099,53,67,8,1856,9320,954,1216298.1
29366,22,63,3,6351,9159,709,2941676.7
429,83,18,5,3648,1264,990,49802.6
65413,96,15,5,2437,3629,569,6545051.4
83090,56,94,7,9920,1640,469,8315777.4
16218,66,70,10,6691,548,220,1630148.5
64943,100,8,2,6076,483,942,6495254
1947,6,43,10,8878,2035,385,198209.3
4009,37,74,9,2551,1820,847,406778.5
41404,2,69,8,7226,9838,814,4147112
34469,70,26,6,1828,9672,677,3450552.7
16254,27,36,9,2964,186,763,1630892
63941,22,12,5,9722,7407,340,6396123.4
65582,39,98,2,2051,5857,613,6563957.3
49407,4,68,9,6894,7813,805,4947076.8
17847,99,93,7,2023,7689,929,1796189.1
73769,84,27,7,8290,4278,243,7385023.4
40912,4,45,9,7528,4000,602,4100574.2
30632,43,81,5,7695,2103,721,3071259.9
92329,97,97,6,6386,6535,950,9242250.4
94457,63,29,9,3310,9491,520,9453238.7
45739,67,52,1,5377,2146,225,4576141.5
31774,3,47,5,251,5011,986,3180672.8
272,79,8,9,2951,2630,866,30703.1
92618,66,88,2,6347,6920,668,9267692
97566,74,41,3,4550,8492,106,9765060.4
74348,61,85,1,5707,6156,950,7438478.8
34035,90,91,5,8830,4387,950,3407854.1
25078,90,81,5,3290,2225,151,2514434.8
80023,30,48,7,2021,2764,932,8011758.1
4141,55,19,2,4806,909,999,421086.1
87245,63,17,2,713,6224,560,8726378.1
15981,9,91,7,8694,2172,565,1600688.4
66944,3,16,4,7887,5075,480,6698622.7
71437,100,68,6,7016,9061,857,7150458.1
33742,65,98,9,5601,9272,699,3385270.3
37677,5,32,5,5108,973,102,3776536.2
3760,92,60,10,6117,1139,463,382598.5
1668,74,20,2,8337,6615,944,168399.4
74500,68,54,9,9321,3341,192,7452595.7
88272,79,76,8,5554,1243,619,8835369.7
42230,5,16,10,9505,9183,466,4228536.9
21346,36,36,8,7454,5489,559,2144809.6
62388,33,21,8,2298,7307,601,6244189.2
9196,17,11,9,5450,4963,661,926114
3939,40,70,6,724,8560,711,404238.1
5132,54,42,1,3199,5389,215,520566.8
52820,58,8,10,1293,248,581,5289930.5
56694,26,46,4,9061,3036,376,5674217.2
21648,13,99,10,4049,1715,176,2177627.1
11513,88,88,4,6944,4854,531,1160638.8
86850,86,11,3,3299,4384,163,8685896.3
84311,87,96,10,8730,4324,779,8444031.2
70139,57,78,2,9024,2078,247,7021733.1
38691,59,54,6,4480,8502,342,3877340.9
4769,15,90,10,6732,2093,307,488123.4
4456,65,79,10,9586,8645,745,451747.5
66727,25,24,3,8190,569,239,6675463.7
21856,5,22,6,2477,3619,298,2190424.3
73542,93,38,7,3417,6635,158,7361356.1
13423,62,32,6,5986,711,470,1344222.7
91361,89,90,6,8906,945,548,9138709.4
8583,64,92,1,5844,4576,421,868189.5
67671,96,23,10,2969,1761,359,6769786.8
74235,80,19,9,7524,3927,320,7424923.4
37531,25,10,3,5552,6261,568,3757051.6
66610,8,18,7,4538,1202,127,6662840
88869,11,84,7,2889,1895,482,8893331.1
56102,64,93,1,8973,6292,236,5620090.4
98114,73,52,10,734,3127,365,9817419.9
82310,95,55,10,8556,673,793,8240688.5
6601,52,81,6,2785,927,384,674121.6
39130,3,52,10,3279,2622,383,3921493.4
26848,77,21,8,4748,865,729,2689927.2
77975,28,22,10,1438,8536,252,7801482.9
78739,4,87,3,6589,8138,614,7883763.7
59704,32,84,8,9312,157,248,5974678.9
1634,10,1,9,3569,5899,526,166341.4
83954,71,60,8,7983,143,557,8396809
6381,56,78,1,3859,7504,933,639687.3
16817,53,100,2,9966,7012,812,1694147.8
88402,75,75,3,262,9712,825,8848110.7
54789,5,12,10,3145,6027,583,5484239.7
12020,56,47,2,5153,5416,141,1212214.1
16602,31,62,8,1529,7057,624,1664806.2
81800,16,78,6,4694,6438,456,8188934.1
211,10,46,5,3367,1039,436,24058.9
21106,58,86,10,2357,3590,607,2117995.6
53833,77,73,8,4671,3220,209,5388850.1
96246,62,37,3,3918,6455,893,9631618.9
62199,61,37,9,1668,2759,156,6222956.1
67216,72,60,6,1579,316,937,6729066.6
82395,4,22,5,561,1725,474,8246501.7
89880,93,57,10,1266,4737,880,8998164.2
42686,61,45,5,4775,1445,654,4271554.5
68043,34,66,10,705,28,672,6814850.2
88821,1,44,9,3418,8434,997,8886403.6
74641,91,16,10,2163,6351,378,7465378
32121,41,17,10,3308,5744,750,3220114.3
43665,51,43,10,9936,3646,293,4375632.4
22849,54,17,7,4439,5229,174,2286370.4
51021,1,68,6,9252,4943,251,5108595.1
25316,99,17,3,5367,2275,541,2535882.9
77346,34,43,1,5367,6179,138,7738601
18346,7,43,4,1311,2351,477,1839603.8
72368,74,91,3,9310,2219,331,7245229.2
18014,85,67,5,9508,7725,872,1810349.5
56391,99,9,4,349,5379,151,5641537.2
30007,48,36,3,8831,7327,485,3008473.3
70179,50,96,4,187,9880,981,7027779.1
4813,2,67,6,2360,9376,317,495134.2
80331,49,56,6,5982,3504,911,8037047.5
68153,45,22,3,2387,9191,493,6822830.3
90954,57,68,1,2413,2717,337,9102269
24168,18,92,3,736,4171,504,2420503.7
10781,21,31,9,1309,1688,398,1085988
70810,37,23,7,2970,3127,504,7086297.1
92505,51,50,10,0,8449,268,9259024.7
4768,93,66,5,5704,9010,942,483681.6
23668,11,23,7,9512,1084,199,2372045.6
27093,14,34,6,640,8108,515,2718663.6
11519,71,82,1,5222,7809,808,1160066.6
90122,35,89,8,7094,7305,265,9017994.4
85198,59,4,7,6092,8880,361,8520917.7
75571,63,47,5,436,5256,838,7562964.9
61478,48,6,4,1521,4703,687,6151688.8
64180,36,100,6,1986,770,321,6425560.2
